filepath,label
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2919.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5976.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6899.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6502.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6368.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4342.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3010.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4713.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4880.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4391.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2873.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4760.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4861.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6671.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5916.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6699.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3047.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2964.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6795.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6735.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2867.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6568.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6457.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6830.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4725.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5757.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4519.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6258.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5770.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4370.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6500.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6332.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4855.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6104.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4902.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5920.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4792.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6846.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3157.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6431.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6740.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5880.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5842.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4481.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6355.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6793.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6559.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4644.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4730.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6428.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3133.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4849.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4865.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6241.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4543.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6423.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4647.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4798.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2975.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5970.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6342.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6912.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3091.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4487.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4686.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6626.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6451.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3058.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6443.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6752.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4699.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4602.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6450.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6313.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6768.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6444.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2993.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6480.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4395.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6378.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6225.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3161.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6711.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6863.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4609.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4850.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3156.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6551.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3037.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6738.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3108.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6365.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6632.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6614.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3135.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6172.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6779.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6757.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6290.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3081.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2915.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4886.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4905.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6464.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4771.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4856.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6557.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6809.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4599.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_2958.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4818.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_5950.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6591.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3048.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_3132.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4632.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4744.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4597.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6381.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6571.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6528.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6483.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4555.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4476.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4326.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4737.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6329.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_4408.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6836.jpg,2
/home/brayone-xv/Documents/My File/CODE/pijak-by-dicoding/SML_System_Muhammad Rahman/Eksperimen_SML_Muhammad_Rahman/preprocessing/sampah-daur-ulang/DATASETS/Kertas/R_6121.jpg,2
